,LA_DEFENSE,CHAMPIGNY-SUR-MARNE,Avenue_des_Champs_Elysées,EVRY,GENNEVILLIERS,GONESSE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS_7ème,PARIS_12ème,PARIS_13ème,PARIS_18ème,Zone_rurale_Sud-Est_-_Forêt_de_Fontainebleau,Zone_rurale_Sud-Ouest_-_Forêt_de_Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard_Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route_nationale_2_-_PANTIN,Route_Nationale_6_-_MELUN,PARIS_1er_Les_Halles,Paris_stade_Lenglen,Boulevard_Soult,Place_de_l'Opéra,RN20_Montlhéry,Boulevard_Périphérique_Est,ARGENTEUIL,AUBERVILLIERS,Boulevard_Péripherique_Auteuil,Autoroute_A1_-_Saint-Denis,Place_Victor_Basch,BOBIGNY,Rue_Bonaparte,Quai_des_Célestins,Tour_Eiffel_3ème_étage,OBJECTID
,DEF,CHAMP,ELYS,EVRY,GEN,GON,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,RN6,PA01H,PA15L,SOULT,OPERA,RN20,BP_EST,ARG,AUB,AUT,A1,BASCH,BOB,BONAP,CELES,EIFF3,0
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,1
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,3
2019-03-06 23:00:00Z,1.900000,0.500000,15.600000,0.600000,1.500000,1.200000,1,0.900000,0.600000,1.200000,4.600000,1.500000,1.700000,0.600000,,0,0,2.100000,1.800000,56,0.400000,1.700000,0.100000,57.100000,15.400000,,0,3.900000,71.900000,79.800000,134.800000,0.800000,1.700000,80.500000,133.200000,,1.300000,44.200000,22.800000,0.900000,1562
2019-03-07 00:00:00Z,2.200000,0.400000,11.500000,0.400000,1.400000,1.300000,0.900000,0.500000,0.200000,0.800000,3.600000,1.500000,2,0.900000,,0,0,1.300000,1.300000,31.500000,0.400000,0.900000,0.100000,29.100000,5.800000,,0,1.200000,38.600000,23,63.200000,1.500000,1.300000,91.600000,91.200000,,0.300000,30.500000,6.100000,0.800000,1563
2019-03-07 01:00:00Z,1.500000,0.100000,9.400000,0.600000,0.500000,0.800000,0.600000,0.300000,0.500000,0.500000,1.800000,1,1.100000,0.400000,,0,0,0.600000,1.400000,11.700000,0.400000,0.200000,0,11.600000,4,,0,0.700000,16.300000,14.800000,12.700000,1.300000,0.300000,34.900000,52.700000,,0.300000,9.200000,1.600000,1.400000,1564
2019-03-07 02:00:00Z,1.100000,0,9.300000,0.600000,0.300000,0.700000,0.600000,0.100000,0.700000,0.300000,1.300000,0.900000,0.900000,0.200000,,0,0,0,1.400000,8.100000,0.600000,0.400000,0,3.600000,4.900000,,0,0.200000,8.500000,20.500000,10,0.200000,0,20,51.500000,,0.200000,4,0.900000,1,1565
2019-03-07 03:00:00Z,1.100000,0,2.100000,0.400000,0.600000,0.800000,0.300000,0,0.100000,0.400000,1.100000,0.900000,1,0.400000,,0,0,0.100000,1.700000,3.100000,0.200000,0.200000,0,7.100000,4,,0,0,7.100000,27.900000,18.300000,0.200000,0,17.400000,35.900000,,0.100000,4.100000,0,0.700000,1566
2019-03-07 04:00:00Z,1.700000,0.500000,1.600000,0.600000,0.400000,0.600000,0,0.200000,0.300000,0.500000,1.500000,0.800000,0.800000,0.300000,,0,0,0,1.200000,3.400000,0.400000,0.200000,0.100000,10.500000,6,,0,0.300000,5.800000,32.500000,16.800000,3.200000,0,30.600000,81.300000,,0.200000,0,0.200000,0.600000,1567
2019-03-07 05:00:00Z,1.400000,1,4.100000,0.800000,0.500000,1,0.400000,1.100000,1.300000,0.700000,1.800000,1,0.800000,0.500000,,0,0,0,1.800000,5.800000,0.300000,0.300000,0.500000,5,27.800000,,0,1.400000,11.100000,103.200000,16.200000,3.500000,0.100000,89.200000,137.400000,,0.200000,3.400000,6.500000,0.600000,1568
2019-03-07 06:00:00Z,1.700000,2.800000,12.900000,0.900000,0.400000,0.700000,1.100000,5.100000,2.100000,1.600000,2.400000,3.200000,2.100000,1.200000,,0,0,0,2.400000,17.600000,0.600000,1,3.500000,12.900000,47.900000,,0,6.300000,37.800000,169.800000,40.100000,6.800000,1,191.400000,183.200000,,0.300000,20.800000,10.500000,1.200000,1569
2019-03-07 07:00:00Z,3.200000,2.800000,29.100000,2.100000,1.100000,0.900000,2.400000,4.200000,4.300000,3.700000,5.800000,4.600000,3.500000,2.600000,,0,0,1,4.100000,42.800000,1,1.600000,3.900000,25,90.900000,,0.200000,19.800000,73.700000,190.300000,72.800000,7.500000,3.600000,230.500000,185.800000,,1.400000,35.800000,24.400000,0.600000,1570
2019-03-07 08:00:00Z,4.500000,6,37.800000,4.600000,2.300000,2.500000,5.600000,6,3.700000,4.100000,5.700000,22.600000,5.200000,4.500000,,0.100000,0.100000,2.700000,5.600000,81.400000,2,3.600000,5.400000,20,79.200000,,1,20.700000,96.200000,120.600000,38.600000,7.200000,5.800000,159.900000,188.900000,,3.400000,45,24.900000,1.300000,1571
2019-03-07 09:00:00Z,4.400000,4.700000,41,3.400000,2.100000,2.700000,4.900000,4.600000,3.800000,4.500000,5.600000,5,6.100000,6.700000,,0.200000,0.100000,3.600000,4.600000,67.500000,2.400000,3.500000,7.500000,20.800000,52.100000,,1.600000,13.400000,106.500000,100,36.500000,5.400000,5.100000,139.600000,171.900000,,3.500000,56.400000,29.800000,2.600000,1572
2019-03-07 10:00:00Z,2.900000,3.700000,34.100000,3.400000,2,2.700000,4.300000,3.600000,3.200000,2.500000,3.800000,4.200000,5.300000,4.800000,,0.100000,0,2.900000,3.600000,71.800000,1.500000,2.900000,4.200000,14.900000,56.100000,,1.100000,6.900000,103.400000,92.300000,27.400000,5.500000,4.400000,126.300000,146.400000,,3.400000,67.700000,17.500000,1.900000,1573
2019-03-07 11:00:00Z,2.400000,3.100000,30.500000,4,1.800000,2.500000,4.300000,4.700000,3.200000,2.300000,3.500000,3.700000,4.500000,3.500000,,0.100000,0.200000,3.200000,3.300000,108.800000,1.600000,2.600000,3.700000,18.700000,58.700000,,1.200000,7,86.500000,84.100000,19.700000,5.900000,4.200000,102.600000,163.300000,,3.300000,29.500000,12.700000,1.500000,1574
2019-03-07 12:00:00Z,1.700000,3.600000,29,3,1.400000,1.600000,3.100000,3,2.900000,1.800000,3.300000,3.500000,4.600000,2.800000,,0.100000,0.100000,2.900000,2.800000,48.800000,1.200000,2.100000,3.800000,12.800000,46.300000,,1.400000,6.500000,73.900000,77.400000,21.800000,3.900000,3.600000,105.800000,132.700000,,2.200000,30.900000,7.500000,1.700000,1575
2019-03-07 13:00:00Z,1.600000,3.400000,27.700000,3,2,1.900000,2.600000,3.200000,2.500000,1.900000,2.800000,3.900000,2.800000,2.400000,,0,0,2,2.800000,60.200000,1.100000,2,3.300000,13.200000,46.300000,,0.800000,4.700000,73,68.600000,17.900000,,3.500000,112.300000,146.900000,,2.200000,41,13.200000,1.400000,1576
2019-03-07 14:00:00Z,1.500000,4,32,3,1.400000,1.800000,2.500000,3.900000,3,2.400000,2.600000,3,3.400000,3,,0,0.200000,2.300000,4.300000,54.500000,1.300000,2,3.900000,15.600000,44.400000,,0.400000,5.800000,70.600000,68.200000,22.100000,5.200000,3.800000,96.400000,150.200000,,2.200000,32.700000,12.100000,1.200000,1577
2019-03-07 15:00:00Z,1.800000,3.600000,24.700000,3.300000,1.500000,1.900000,3.300000,4,3.600000,2.800000,2.500000,2.600000,2.600000,2.300000,,0,0.100000,2.500000,2.800000,51.600000,1.100000,1.400000,3.200000,13.100000,62.500000,,0.200000,7,75.400000,89.100000,22.200000,6.100000,3.100000,105.200000,170.900000,,2.300000,28.600000,9.100000,1.100000,1578
2019-03-07 16:00:00Z,2,3.200000,27.300000,3.600000,1.200000,1.800000,2.700000,3.500000,4,2.200000,2.800000,2.600000,2.900000,2.300000,,0,0,1.800000,3.500000,51.800000,1.800000,1.700000,2.600000,17.900000,73.700000,,0.700000,8.200000,87.200000,83.200000,23.200000,6,3.900000,81.500000,145.600000,,2,28,19.300000,1.300000,1579
2019-03-07 17:00:00Z,1.900000,2,30.500000,2.900000,0.900000,1.400000,1.700000,4.100000,2.600000,1.700000,3.300000,2.800000,2.900000,1.400000,,0,0,1.600000,2.500000,67.500000,2.300000,0.800000,3.700000,13.400000,99.900000,,0.700000,9.400000,85.200000,106.400000,26,5.700000,2.800000,102.300000,163.700000,,1.600000,39.700000,20.400000,0.600000,1580
2019-03-07 18:00:00Z,2.200000,1.300000,22.100000,2.300000,0.900000,1.100000,1.300000,5.300000,2.900000,1.500000,2.500000,2,2.200000,1.400000,,0,0,1.400000,2.800000,52.400000,1,0.900000,2.600000,17.600000,120.300000,,0,8.500000,82.400000,91.500000,33,4.500000,1.500000,99,191.300000,,1,33.900000,14.300000,0.500000,1581
2019-03-07 19:00:00Z,2.100000,1.200000,24.100000,1.800000,0.700000,0.800000,0.800000,8.900000,3.200000,1.600000,2.500000,2.100000,2,1.200000,,0,0,1.200000,2.200000,54.700000,0.800000,0.800000,2.200000,22,82.700000,,0,5.300000,78.800000,75,9.800000,4.100000,1.300000,113.500000,148,,0.200000,83.200000,21.100000,0.400000,1582
2019-03-07 20:00:00Z,1.500000,1.500000,24.200000,1.700000,0.500000,1,1.100000,4.500000,2,1.100000,2.100000,1.500000,1.900000,0.800000,,0,0,0,2.200000,38.800000,0.500000,0.100000,2.400000,12.900000,53.200000,,0,2.900000,89.400000,93,15.600000,3.300000,1.200000,105.600000,141.500000,,0.100000,34.700000,12.200000,1.300000,1583
2019-03-07 21:00:00Z,1.300000,1,19,0.900000,0.400000,1.100000,1.100000,3.500000,1.300000,1.100000,1.800000,1.300000,2,0.700000,,0,0,0.100000,1.900000,43.800000,0.600000,0.700000,1.600000,8.800000,37.100000,,0,1.700000,50.300000,57,16.900000,2.700000,0.700000,86.800000,151,,0.100000,32.100000,7.800000,0.600000,1584
2019-03-07 22:00:00Z,1.200000,1.100000,34,0.800000,0.100000,0.800000,0.400000,1.400000,0.700000,0.900000,1.400000,1.500000,1.400000,0.500000,,0,0,0,1.900000,28.900000,0.500000,0.200000,1.700000,7.100000,27.100000,,0,0.900000,42.400000,34.200000,13.100000,1.900000,0.700000,71.500000,129.100000,,0.100000,25.300000,5,1,1585
2019-03-07 23:00:00Z,1.100000,0.600000,30.900000,0.500000,0.300000,1.100000,0.500000,1.100000,1.100000,0.700000,1.600000,1.500000,1.500000,0.600000,,0,0,0,1.700000,44.500000,0.300000,0.300000,0.900000,8.600000,15.700000,,0,3.300000,39.500000,30,23.500000,1.100000,0.600000,68.900000,119,,0.100000,20.100000,3.900000,0.500000,1586
2019-03-08 00:00:00Z,1,0.500000,12.600000,0.500000,0.100000,0.900000,1.100000,0.700000,1.100000,0.800000,1.300000,1.200000,2.100000,0.700000,,0,0,0,1.700000,17.500000,0.400000,0.500000,0.500000,4.800000,11.500000,,0,0.800000,34.400000,16.700000,13.400000,0.600000,0.500000,44.600000,107.200000,,0.200000,15.200000,2.700000,0.600000,1587
2019-03-08 01:00:00Z,1.100000,0.600000,9.400000,0.500000,0.200000,0.800000,0.600000,0.200000,1,0.900000,1.400000,1.100000,1.700000,0.600000,,0.100000,0,0,1.600000,14.300000,0.300000,0.200000,0.500000,3.200000,7.600000,,0,0.800000,19.100000,20.500000,12.200000,0.400000,0.300000,29.100000,72.600000,,0,12.700000,1.700000,0.800000,1588
2019-03-08 02:00:00Z,1,0.200000,7.300000,0.400000,0.300000,0.800000,0.700000,0.800000,1.200000,0.600000,1.600000,1,1.300000,0.400000,,0,0,0,1.600000,11.100000,0.300000,0.300000,0.200000,2.300000,12.300000,,0,0,12.300000,20.300000,5.800000,0,0,23.300000,54.600000,,0.100000,12.700000,1.500000,0.600000,1589
2019-03-08 03:00:00Z,1,0.300000,7.200000,0.400000,0.100000,0.600000,0.900000,0.800000,0.600000,0.500000,1.500000,1,1.100000,0.500000,,0,0,0,1.500000,7,0.300000,0.200000,0.200000,2.200000,5.900000,,0,0,14.500000,34.100000,8.200000,0.800000,0.100000,25.400000,63.700000,,0.200000,9.800000,0.700000,0.800000,1590
2019-03-08 04:00:00Z,1,0.800000,3.500000,1.300000,0.100000,0.600000,0.900000,0.900000,1.600000,0.600000,2.200000,1,1.500000,0.400000,,0,0,0,1.400000,4.800000,0.500000,0.300000,0.500000,3.100000,13.100000,,0,3.300000,8.700000,82.100000,17.700000,0.900000,0.100000,43.100000,106,,0.400000,7.300000,1.800000,0.700000,1591
2019-03-08 05:00:00Z,1.100000,2.300000,7.300000,0.900000,0.100000,0.900000,1.100000,1.100000,3.300000,0.900000,1.900000,1.100000,0.800000,1,,0,0,0.700000,1.700000,13.500000,0.500000,0.400000,3.200000,4.800000,33,,0,2.700000,18.900000,158.500000,27,3.600000,0.600000,114.700000,156.800000,,0.100000,10,8.700000,0.700000,1592
2019-03-08 06:00:00Z,1.400000,7.600000,17.200000,5.300000,0.500000,0.800000,2.400000,5.400000,3.100000,3.600000,4,2.600000,2.300000,2.600000,,0.100000,0,1.400000,4.400000,30.300000,1.300000,1.600000,10.700000,12.500000,56.600000,,0,24,49.900000,247.300000,120.500000,11,2.300000,227.400000,240.400000,,0.300000,20,17.500000,0.500000,1593
2019-03-08 07:00:00Z,3.500000,19.300000,57.200000,4.100000,1.500000,2.700000,8.700000,9.400000,6.100000,8.700000,6.500000,9.200000,6.700000,12.600000,,0.200000,0.100000,3.200000,9.100000,71.500000,3.100000,9.700000,17.400000,30.400000,117.200000,,0.500000,46.100000,115.100000,205,139.300000,19.800000,5.400000,276.400000,299.600000,,4.900000,91.200000,70.700000,0.700000,1594
2019-03-08 08:00:00Z,5.700000,30.600000,76.300000,11,4.500000,6.800000,15.300000,10.400000,7.200000,8.400000,11.500000,11.500000,32.700000,30,,0.900000,0.800000,5.500000,22.700000,95.200000,5.700000,17.600000,13.700000,27.600000,106.600000,,2.900000,76.800000,146.100000,212.800000,114.800000,21.800000,12.500000,215,299,,13,113.200000,60.700000,2.100000,1595
2019-03-08 09:00:00Z,4.100000,24.300000,64.600000,10,5.600000,5.700000,14.500000,6.600000,7,9.800000,10,15,17.100000,11.800000,,1,2,7.800000,13.600000,87.100000,6.800000,12.900000,15,27.300000,68.700000,,5.800000,33.900000,133.500000,149.400000,39.100000,7.800000,13.500000,189.800000,236.100000,,13.700000,102.600000,48.600000,5,1596
2019-03-08 10:00:00Z,2.200000,13.900000,47.600000,8.400000,3.800000,4.500000,13,6.200000,6,6.900000,6.400000,9.300000,11.900000,7.900000,,1,2.900000,10.600000,9.300000,72,4,8.900000,11,19.200000,81.700000,,4.400000,113.200000,94.600000,129.600000,20.700000,6.900000,7.800000,172.900000,245.700000,,6,66.800000,37.300000,3.800000,1597
2019-03-08 11:00:00Z,2.100000,7.900000,43.900000,7.400000,3.200000,2.800000,7,5.100000,4,5.700000,4.900000,5.900000,6.700000,3.800000,,0.600000,1.500000,4.400000,7.100000,61.500000,2.400000,4.300000,6.500000,15,72.100000,,1.500000,15.800000,92.900000,,15.200000,6.500000,4.700000,158.400000,185.200000,,3.300000,36.500000,30.200000,2.200000,1598
2019-03-08 12:00:00Z,1.600000,6,45.800000,5.500000,2,2.300000,4.700000,4.100000,3.500000,2.800000,4.200000,4.100000,7.500000,3.500000,,0.100000,0.700000,3.900000,5.800000,60.600000,2.500000,3.100000,3.900000,11.900000,58.200000,,1.700000,18.700000,89,,25.300000,6.200000,2.900000,164,166.400000,,2,29.500000,31.400000,1.400000,1599
2019-03-08 13:00:00Z,1.500000,4,45.900000,3.600000,1.400000,1.800000,3.500000,3.700000,3.600000,2,3.100000,4.500000,5.500000,3,,0.100000,0,2.700000,5.200000,61.700000,1.300000,2.600000,3.300000,14.500000,56.400000,,1.200000,8.100000,69.100000,87,27.500000,6.100000,3.500000,146.100000,162.100000,,2.400000,33,21.500000,1.600000,1600
2019-03-08 14:00:00Z,1.500000,3.600000,35.600000,3.300000,1.500000,1.700000,2.400000,5.700000,4,2.400000,3.400000,3.200000,4.300000,2.200000,,0,0.100000,2.900000,3,47.300000,1.400000,2.200000,3.100000,18.800000,50.700000,,0.800000,5.600000,76,103.500000,30.100000,6.400000,3.500000,145.800000,160.200000,,2.100000,46.300000,16.600000,1.300000,1601
2019-03-08 15:00:00Z,1.400000,3.600000,49.600000,2.700000,1.100000,1.700000,2.400000,5.900000,2.800000,2.100000,3,2.700000,3,1.900000,,0,0,2.200000,3.100000,57.800000,1.300000,1.300000,3.400000,27.400000,70.400000,,0.400000,7.700000,74,119.500000,34.200000,5.500000,3,121,142.100000,,1.600000,37.100000,14.500000,0.700000,1602
2019-03-08 16:00:00Z,1.600000,2.800000,33.500000,3.300000,1,1.600000,2.400000,4.400000,6.500000,1.700000,2.700000,2.400000,2.600000,1.800000,,6.400000,0,2.300000,3.500000,69.300000,1.200000,1,3.500000,25.200000,78,,0,10.400000,105.500000,140.200000,41.600000,6.600000,2.800000,108.900000,157.900000,,1,28.700000,21.500000,1.300000,1603
2019-03-08 17:00:00Z,2,2.700000,40.400000,3.200000,1,1.500000,2,4.900000,8,3.100000,2.600000,2.800000,2.500000,1.700000,,8.600000,0,1.400000,2.300000,59.500000,1.100000,0.900000,2.800000,19,130.900000,,0,8,114.700000,136.400000,29.900000,6.200000,2.900000,101.800000,149.100000,,0.900000,41.400000,19.600000,1.100000,1604
2019-03-08 18:00:00Z,2.700000,2.600000,34,4.500000,0.800000,1.200000,1,4.900000,7.300000,2.400000,2.600000,1.900000,2.200000,1.400000,,2.700000,0,1.600000,2.100000,34.100000,0.900000,0.600000,2.400000,27.200000,128.100000,,0,9.400000,109.600000,176.600000,30.500000,6.500000,3,90.400000,139.300000,,0.300000,29.500000,17.500000,0.500000,1605
2019-03-08 19:00:00Z,1.800000,3.700000,29.500000,4.300000,0.900000,1.200000,1.600000,6.800000,3.200000,3,2.400000,2.100000,3,1.700000,,0.100000,0,1,2.300000,39.600000,0.500000,0.700000,2.600000,27.800000,107.700000,,0,10.600000,94,175.500000,32,5.200000,2.600000,90,108,,0.300000,43.300000,9.100000,0.600000,1606
2019-03-08 20:00:00Z,1.500000,3,20.200000,2.300000,1,0.900000,1.300000,6.400000,1.500000,1.600000,2.300000,2.200000,2.300000,1.700000,,0.100000,0,0.800000,1.600000,26.800000,0.500000,0.800000,0.800000,25.700000,57.800000,,0,5.100000,66.200000,92.200000,38.700000,4.600000,2.100000,75.500000,97.900000,,0.100000,24.700000,6.200000,0.400000,1607
2019-03-08 21:00:00Z,1.200000,1.600000,11.400000,1.700000,0.700000,0.700000,1.200000,4.500000,1.200000,1.100000,1.800000,1.400000,1.400000,1.100000,,0.100000,0,0.500000,1.500000,14.700000,0.500000,0.600000,0.900000,20.100000,33.500000,,0,3.100000,45.700000,60,25.800000,3.200000,1.300000,60.600000,100.300000,,0.200000,40.100000,4.700000,0.500000,1608
2019-03-08 22:00:00Z,1.100000,1.100000,11.300000,1,0.400000,0.900000,0.700000,2.700000,0.900000,1.100000,1.400000,1.500000,1.500000,0.800000,,0,0,0.200000,1.400000,11.600000,0.400000,0.500000,0.600000,14.600000,23.400000,,0,2.400000,37,37.600000,23.300000,2.700000,0.900000,46.400000,98.100000,,0.100000,18.500000,4.800000,0.600000,1609
2019-03-08 23:00:00Z,1,0.900000,10.500000,0.800000,0.600000,1,0.400000,1.400000,1.400000,0.900000,1.500000,1.400000,1.200000,0.600000,,0,0,0,1.600000,12.400000,0.500000,0.300000,0.500000,16,15.100000,,0,1.900000,33.100000,28.300000,20,1.100000,0.800000,30.200000,70.700000,,0.200000,12.500000,3.300000,0.500000,1610
2019-03-09 00:00:00Z,0.900000,0.800000,7.200000,0.600000,0.300000,0.400000,0.400000,1.700000,0.500000,0.800000,1.300000,1.100000,1,0.600000,,0,0,0,1.500000,10.600000,0.400000,0.200000,0.400000,12.300000,10.500000,,0,0.800000,30.100000,20.900000,14,0.700000,0.500000,27.100000,56,,0.100000,29,2,0.600000,1611
2019-03-09 01:00:00Z,0.700000,0.500000,13.100000,0.500000,0.500000,0.600000,0.900000,0.500000,0.600000,0.600000,1.200000,0.900000,0.800000,0.600000,,0,0,0,1.200000,14.300000,0.500000,0.300000,0.400000,10.900000,6.700000,,0,0.300000,28.900000,21.200000,15.900000,0.400000,0.200000,22.200000,49.700000,,0.100000,14.100000,1.700000,1,1612
2019-03-09 02:00:00Z,0.600000,0,23.600000,0.700000,0.300000,0.700000,0.600000,0.200000,0.900000,0.500000,1.100000,0.900000,0.900000,0.300000,,0,0,0.600000,1.300000,14,0.600000,0.500000,0.200000,7.600000,5,,0,0.400000,19.600000,14.300000,10.100000,0.400000,0.100000,22.900000,50.600000,,0.100000,8.200000,0.600000,0.500000,1613
2019-03-09 03:00:00Z,0.700000,0.100000,5.700000,0.500000,0.200000,0.700000,0.600000,0.300000,0.600000,0.600000,1.100000,1.200000,0.800000,0.300000,,0,0,0,1.300000,12.300000,0.500000,0.400000,0,5.100000,3.700000,,0,0.200000,16,25.100000,10.900000,0.500000,0,27.800000,49.100000,,0.300000,14.300000,0.600000,0.800000,1614
2019-03-09 04:00:00Z,0.900000,0.700000,5.400000,0.500000,0.200000,0.500000,0.600000,0.400000,0.700000,0.400000,1.800000,1,0.800000,0.400000,,0,0,0,1.500000,13.500000,0.600000,0.400000,0.100000,4.200000,5.100000,,0,0.900000,13.700000,35.100000,11.500000,1.200000,0.100000,44.500000,94.300000,,0.200000,21.200000,1.200000,0.900000,1615
2019-03-09 05:00:00Z,1,1,5.200000,0.500000,0.300000,0.500000,0.400000,0.900000,0.600000,0.800000,1.700000,1.100000,0.800000,0.700000,,0,0,0,1.800000,10.800000,0.400000,0.500000,0.700000,7.400000,9.100000,,0,1.700000,15.400000,49.500000,37,1.100000,0.400000,53.400000,115.500000,,0.400000,10.700000,3,1.100000,1616
2019-03-09 06:00:00Z,1.100000,1.200000,6.200000,1.200000,0.700000,1.700000,0.900000,1.500000,1.800000,1.100000,2.200000,1.700000,1.200000,1.300000,,0,0,0.300000,1.700000,13.600000,0.600000,0.500000,0.600000,11.100000,18.300000,,0,11.800000,22.300000,68.400000,57.400000,1.800000,0.900000,70.800000,111.200000,,0.100000,10.800000,5.900000,0.400000,1617
2019-03-09 07:00:00Z,1.200000,2.400000,11.200000,1.700000,0.800000,2.100000,1,1.300000,0.500000,1.500000,5.100000,3.800000,1.600000,1.300000,,0,0,0.600000,2,17,0.700000,1.700000,2.100000,16.600000,32.700000,,0,9.300000,37.600000,90.900000,52.800000,3,2.200000,144,138.500000,,0.400000,34.700000,11.400000,0.600000,1618
2019-03-09 08:00:00Z,1.500000,3.100000,31.500000,1.600000,1.100000,2.300000,1.400000,2,2.100000,1.800000,3.200000,2.100000,2.900000,1.700000,,0,0,1.600000,2.800000,18.200000,0.900000,1.700000,2.700000,10.500000,37.800000,,0,6.200000,37.400000,88.300000,45.400000,4.100000,2.300000,126,142.400000,,0.600000,18.900000,8.700000,0.800000,1619
2019-03-09 09:00:00Z,1.800000,3.300000,40.200000,1.600000,1.300000,2.200000,1.800000,2.500000,3,2,3,3,3.600000,2.300000,,0,0,1.600000,3.100000,44,1,1.500000,2.700000,14.100000,53.700000,,0.200000,5.600000,74.300000,104,29.400000,5.400000,2.400000,135.400000,135.800000,,0.700000,79.800000,9.200000,0.900000,1620
2019-03-09 10:00:00Z,1.900000,3.300000,33.300000,2.100000,0.700000,1.900000,2.400000,4.100000,2.900000,3.300000,3.100000,3,3.600000,1.900000,,0.100000,0,1.600000,3.100000,52.500000,1,1.900000,2.600000,8.500000,39.700000,,0,4.400000,62.900000,88.400000,16,2.800000,1.700000,115.100000,132.900000,,1.300000,41.100000,10.100000,1,1621
2019-03-09 11:00:00Z,1.900000,2.500000,23.800000,2.400000,1.100000,1.500000,1.700000,5.900000,2.300000,2.400000,3.500000,4.300000,3.800000,1.600000,,0,0,3.300000,2.400000,36.100000,1.500000,2.200000,4.200000,11.300000,40,,0.500000,3.300000,47.500000,80.300000,8.600000,3.900000,2.100000,125.500000,148.200000,,1.400000,28.700000,9.600000,1.600000,1622
2019-03-09 12:00:00Z,1.600000,2.700000,18.400000,3.100000,1,1.500000,1.900000,2.900000,4.200000,4.600000,2.900000,3.500000,4.700000,1.900000,,0.100000,0,3,3,31.700000,1.900000,2.300000,3.600000,8.600000,52.800000,,0.900000,3.200000,40.100000,75,8.700000,3.600000,2.100000,106,151.400000,,1.200000,31.800000,7.500000,1.600000,1623
2019-03-09 13:00:00Z,1.700000,2.400000,22.200000,2.900000,0.800000,1.200000,1.400000,2.700000,2.500000,1.900000,2.800000,3.600000,2.900000,1.800000,,0.100000,0,2.200000,3.200000,56.500000,1.700000,2,3.300000,7.400000,39.100000,,0.100000,2.800000,45.500000,85.300000,9.800000,3.200000,1.900000,105.300000,140.400000,,1.200000,4.800000,8.300000,1.700000,1624
2019-03-09 14:00:00Z,1.700000,2.400000,23.700000,3.100000,0.900000,1.600000,1.900000,2.400000,2.300000,1.900000,2.600000,4.400000,3.200000,1.900000,,0.100000,0,3.900000,3.800000,38,1.900000,2.300000,3.600000,6.700000,47.500000,,0.400000,3.500000,38.300000,74.800000,10.200000,2.700000,2.200000,98.600000,142.200000,,1.300000,20.500000,9.100000,1.800000,1625
2019-03-09 15:00:00Z,1.400000,1.800000,14.200000,3.300000,1.100000,1.500000,2.200000,2.400000,3.300000,1.900000,2.600000,4.100000,4.300000,1.600000,,0.100000,0,3.900000,2.900000,62.800000,1.600000,2.300000,2.400000,6.900000,46.200000,,0.200000,4.700000,49.700000,71.700000,6.700000,1.900000,2.100000,103.100000,132.600000,,1.300000,28.700000,9.900000,1.200000,1626
2019-03-09 16:00:00Z,1.600000,1.800000,16.100000,2.200000,0.700000,1.100000,1.700000,3,3.200000,1.500000,2.300000,3.200000,3.200000,1.400000,,0,0,2.400000,2.500000,52.700000,1.200000,1.900000,3.500000,9.300000,45.800000,,0.300000,6.400000,56,74.200000,4.900000,2.200000,1.500000,107.100000,132.200000,,0.700000,55.300000,11.700000,1,1627
